Content,proba,result,CurElementMark,SpecialSymbolsCount,WordsCount,SymbolCount,Lowercase,Uppercase,LastSymbolPd,FirstKeyWord,FullBold,FullItalic,Alignment,KeepLinesTogether,KeepWithNext,LeftIndentation,LineSpacing,NoSpaceBetweenParagraphsOfSameStyle,OutlineLevel,PageBreakBefore,RightIndentation,SpaceAfter,SpaceBefore,SpecialIndentation,FirstKeyWord_missed,LastSymbolPd_missed
4.3 План,0.9913866353230952,*,b2,1,2.0,8.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
3.1 Методология исследования,0.9846158196403497,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.05,False,BodyText,False,0,8,0,-35.45,False,True
3.2 Программа исследования,0.9874672535630235,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Left,False,False,0,1.5,False,BodyText,False,0,8,0,-35.45,False,True
2.1 Описание информационной системы,0.9901332406974188,*,b2,1,4.0,35.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.2 Требования к серверной части,0.9891500903388202,*,b2,1,5.0,32.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.3 Архитектура приложения,0.990165429480557,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.4 Шаблоны проектирования,0.990165429480557,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.5 Нормативно-правовые акты,0.9840906855564773,*,b2,2,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.7 HealthKit,0.9828736842644227,*,b2,1,2.0,13.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2.8 Accessibility,0.9854754510630336,*,b2,1,2.0,17.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
3.1 Методологии исследования,0.9901897887709011,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
3.2 Программа исследования,0.990165429480557,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
3.1 Методологии исследования,0.9810905523192298,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.3,False,BodyText,False,0,12,0,-35.45,False,True
3.2 Программа исследования,0.9939296642057555,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.3,False,BodyText,False,0,0,0,-35.45,False,True
1.2 Преимущества геймифицированного изучения языка,0.901901685491325,*,b2,1,5.0,50.0,False,False,.,TitleLevel2,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
3.1 Методологии исследования,0.996608388617938,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
3.2 Программа исследования,0.990165429480557,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.1 Направление исследования,0.9543581165773529,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
1.2 Выводы по 1 главе,0.9521205749882662,*,b2,1,5.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
2.1 Аналитический обзор литературы,0.9511042185840137,*,b2,1,4.0,34.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
2.2 Выводы по 2 главе,0.9521205749882662,*,b2,1,5.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
3.1 Методология исследования,0.9543581165773529,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
3.2 План исследования,0.9536561700237234,*,b2,1,3.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
3.3 Выводы по 3 главе,0.9521205749882662,*,b2,1,5.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
1.1 Обзор предметной области. Психолингвистика,0.909307667898166,*,b2,1,5.0,46.0,False,False,.,TitleLevel2,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,-30.35,0,0,-42.8,False,True
1.3 Обзор предметной области. Метапрограммы,0.909307667898166,*,b2,1,5.0,43.0,False,False,.,TitleLevel2,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,-30.35,0,0,-42.8,False,True
5.1 Что необходимо для создания собственного сайта,0.9730955608157401,*,b2,1,7.0,50.0,False,False,.,TitleLevel2,True,False,Justify,False,False,36,1.5,True,BodyText,False,0,0,0,0,False,True
1.1 Существующие методы прогнозирования,0.9783481836185696,*,b2,1,4.0,39.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.2 Методы прогнозирования в сфере обслуживания,0.9803282868784586,*,b2,1,6.0,47.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.3 Выбранные к изучению методы,0.9699768952630168,*,b2,1,5.0,31.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
3.1 Предобработка данных,0.9700354231660056,*,b2,1,3.0,24.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
3.2 Извлечение признаков,0.9700354231660056,*,b2,1,3.0,24.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
3.3 Форматирование данных для модели,0.9736431424041317,*,b2,1,5.0,36.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
2.1 Базы данных по принципу «ключ — значение» (key-value store),0.9009700832161348,*,b2,6,10.0,63.0,False,False,.,TitleLevel2,False,False,Justify,True,True,0,1.5,False,BodyText,False,0,6,18,-36,False,True
2.2 Колоночные базы данных (column family store),0.952523191892042,*,b2,3,7.0,48.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,6,18,-36,False,True
2.3 Документо ориентированные базы данных,0.9759288898272256,*,b2,1,5.0,41.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,6,18,-36,False,True
2.4 Графовые базы данных (graph store),0.9512612089426503,*,b2,3,6.0,38.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,6,18,-36,False,True
3.1 Этапы моделирования,0.9577273012341863,*,b2,1,3.0,23.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.15,False,BodyText,False,0,6,18,-36,False,True
1.1 Определение целей и задач проекта,0.982966730422959,*,b2,1,6.0,37.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.2 Планирование и организация работы,0.9859873624918799,*,b2,1,5.0,37.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.3 Управление разработкой,0.9864983647093357,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.4 Финальные этапы разработки,0.988299846943206,*,b2,1,4.0,30.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.5 Система поддержки принятия решений,0.9862715359550127,*,b2,1,5.0,38.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-36,False,True
1.1 Искусственный интеллект в образовании,0.919772435535626,*,b2,1,5.0,41.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.4,1.5,False,BodyText,False,0.25,0,0,0,False,True
1.2 Чат-боты и нейросети,0.9136723126687915,*,b2,2,4.0,24.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.4,1.5,False,BodyText,False,0.25,0,0,0,False,True
1.3 Персонализированное обучение,0.9404907592305441,*,b2,1,3.0,32.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.4,1.5,False,BodyText,False,0.25,0,0,0,False,True
1.4 Автоматизация оценивания и обратной связи,0.9007707081388807,*,b2,1,6.0,45.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.4,1.5,False,BodyText,False,0.25,0,0,0,False,True
3.1 Расширение возможностей обучения,0.9003853507878392,*,b2,1,4.0,36.0,False,False,.,TitleLevel2,True,False,Justify,True,True,35.45,1.5,False,BodyText,False,0.25,0,0,0.55,False,True
3.2 Мгновенный доступ к информации,0.9129566142448897,*,b2,1,5.0,34.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.3  Поддержка по требованию,0.9066559836529129,*,b2,1,5.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.4 Последовательность и точность,0.9227279753799119,*,b2,1,4.0,33.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.5 Адаптивное обучение,0.9123342935245027,*,b2,1,3.0,23.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.6 Многоязычная поддержка,0.9144818000749104,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.7 Расширение доступа,0.9123342935245027,*,b2,1,3.0,22.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.8 Автоматизация административных задач,0.9259214414787461,*,b2,1,4.0,40.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.9 Персонализированное обучение,0.9222630158857171,*,b2,1,3.0,32.0,False,False,.,TitleLevel2,True,False,Justify,True,True,36,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3.1 Требования по проектированию интерфейсов для детей,0.9929962926415943,*,b2,1,7.0,54.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.3,False,Level3,False,0,0,0,-35.45,False,True
3.2 Обзор новейших технологий в образовании,0.9932860527949597,*,b2,1,6.0,43.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.3,False,Level3,False,0,0,0,-35.45,False,True
3.3 О методе исследования,0.9938300140754555,*,b2,1,4.0,25.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.3,False,Level3,False,0,0,0,-35.45,False,True
4.1 Методологии исследования,0.9686337628476502,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.45,1.3,False,BodyText,False,0,0,0,0,False,True
1.1 Цель магистерской диссертации,0.9951797095366754,*,b2,1,4.0,33.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
1.2 Задач магистерской диссертации,0.9950682228372044,*,b2,1,4.0,34.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
4.1 Значимость предполагаемых результатов работы,0.9944873861421716,*,b2,1,5.0,48.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
4.2 Новизна предполагаемых результатов работы,0.9946160674626907,*,b2,1,5.0,45.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
5.1 Метод обнаружения и сегментирования контуров карт,0.992768068351146,*,b2,1,7.0,53.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
5.2 Метод идентификация карт,0.9942761005907741,*,b2,1,4.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
5.3 Вид дислокация приложения,0.995098493236327,*,b2,1,4.0,29.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
6.1 Метод оценки моделей идентификации карт,0.9932795170688271,*,b2,1,6.0,43.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
6.2 Метод оценки веб-приложения,0.9919983273707983,*,b2,2,4.0,31.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
3.1 Методологии исследования ................................................................12,0.9195037338843443,-,b2,1,4.0,95.0,False,False,.,TitleLevel2,False,False,Justify,False,False,0,2,False,BodyText,False,0,0,0,-36,False,True
3.2 Программа исследования.....................................................................13,0.9265256470848704,-,b2,1,3.0,97.0,False,False,.,TitleLevel2,False,False,Justify,False,False,0,2,False,BodyText,False,0,0,0,-36,False,True
3.1 Методологии исследования,0.9848220574954455,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,8,0,-35.4,False,True
3.2 Программа исследования,0.9854878595219967,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,8,0,-35.4,False,True
3.3 Положения магистерской диссертации,0.9885790866715428,*,b2,1,4.0,38.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
2.1 Функциональные требования,0.9538499767055939,*,b2,1,3.0,29.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
2.2 Интеграционные требования,0.9538499767055939,*,b2,1,3.0,29.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
3.1 Cisco packet tracer,0.942857417495442,*,b2,1,4.0,23.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
3.2 Graphical network simulator - GNS3,0.935955789835143,*,b2,2,6.0,38.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
3.3 Practice network laboratory - PNETLAB,0.935955789835143,*,b2,2,6.0,41.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
1.1 Описание предметной области,0.9646004354479188,*,b2,1,4.0,31.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
1.2 Актуальность темы исследования,0.9640362411482021,*,b2,1,4.0,34.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
2.1 Проблемы информационной безопасности автоматизированных систем управления технологическим процессом,0.9051176322920332,*,b2,1,9.0,103.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
2.3 Решение ViPNet SIES,0.9642152828728427,*,b2,1,4.0,23.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
3.1 Цель и задачи магистерской диссертации,0.9484724341206221,*,b2,1,6.0,42.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
3.2 Новизна и значимость предполагаемых результатов работы,0.9391457154674641,*,b2,1,7.0,58.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
3.3 Методы и программа исследования,0.9617100644471787,*,b2,1,5.0,35.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
3.4 Способ доказательства степени достоверности полученных результатов,0.9348856682275893,*,b2,1,7.0,70.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
1.1.1 Временные ряды,0.49349426558148307,*,b3,1,3.0,20.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.1.2 Методы машинного обучения,0.4768992325712917,*,b3,1,4.0,31.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.1.3 Нейронные сети,0.49349426558148307,*,b3,1,3.0,20.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.3.1 Временные ряды,0.49349426558148307,*,b3,1,3.0,20.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.3.2 Методы машинного обучения,0.4768992325712917,*,b3,1,4.0,31.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
1.3.3 Нейронные сети,0.49349426558148307,*,b3,1,3.0,20.0,False,False,.,TitleLevel3,True,False,Left,True,True,35.45,1.5,False,Level2,False,0,0,0,0,False,True
Рисунок 1 – Дизайн опросника,0.9515658731151727,*,h1,1,5.0,28.0,False,False,.,Рисунок,False,False,Center,False,False,18,1.5,False,BodyText,False,0,0.0,0.0,-17.4,False,True
Рисунок 2 – Схема передачи запроса на заполнение анкеты,0.9905730740920521,*,h1,1,9.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.4,False,True
Рисунок 1 - Вид дизайна главной страницы облачного сервиса,0.9752967731552239,*,h1,1,9.0,58.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 2 - Вид дизайна страницы оборудования облачного сервиса,0.9754938281641788,*,h1,1,9.0,63.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 3 - Вид схемы взаимодействия основных структурных элементов,0.9785562525840374,*,h1,1,9.0,67.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,12.0,0.0,0,False,True
Рисунок 4 - Вид архитектуры облачного сервиса,0.9671938742658236,*,h1,1,7.0,45.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10.0,0.0,0,False,True
Рисунок 5 - Вид базовой структуры базы данных PostgreSQL,0.976045479488574,*,h1,1,9.0,56.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10.0,0.0,0,False,True
Рисунок 3.1 – Схематическое представление принципов чистой архитектуры в общем случае [15],0.9650369630217787,*,h1,4,12.0,90.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,14.0,0.0,0,False,True
Рисунок 3.2 – Схематическое представление принципов чистой архитектуры для API [16],0.9691603005463748,*,h1,4,11.0,83.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,14.0,0.0,0,False,True
Рисунок 3.3 – Схематическое представление чистой архитектуру в случае мобильного приложения [19],0.9635631441481713,*,h1,4,12.0,96.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,14.0,0.0,0,False,True
Рисунок 3.4 – Общее представление принципов архитектурного подхода MVVM [20],0.9739842850936,*,h1,4,10.0,76.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,14.0,0.0,0,False,True
Рисунок 3.5 – Схематическое представление MVVM с использованием механизма состояний и событий,0.9641036234480341,*,h1,2,12.0,93.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,14.0,0.0,0,False,True
"Рисунок 1 – Описание структуры таблицы T_TREATMENT, содержащей информацию о проведенном лечении",0.982581356628857,*,h1,2,12.0,95.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,-35.4,False,True
Рисунок 2 – Схема клиент-серверной архитектуры применимо к разработанной системе,0.9817335847330515,*,h1,2,10.0,80.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 3 – Список запущенных контейнеров в веб-приложении Portainer,0.9848776051457653,*,h1,2,9.0,68.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 4 – Документация сервиса medadmin в формате swagger,0.982555911907943,*,h1,1,9.0,59.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 5 – Список пакетов серверного приложения backend,0.981338266009344,*,h1,1,8.0,56.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 6 – Диаграмма компонентов для пакетов серверного приложения backend,0.9826895312162319,*,h1,1,10.0,75.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,0,False,True
Рисунок 2 – Разработка и управление требованиями,0.9823358760771113,*,h1,1,7.0,48.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0.0,0.0,-35.45,False,True
Рисунок 1 − Пример использования метода скользящего среднего на Python,0.9970426576753512,*,h1,0,10.0,70.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 2 − Пример использования метода экспоненциального сглаживания на Python,0.9965874554426751,*,h1,0,10.0,79.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 3 − Пример использования модели ARIMA на Python,0.997122657763959,*,h1,0,9.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 4 − Пример использования модели SARIMA на Python,0.997122657763959,*,h1,0,9.0,56.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 5 − Пример использования модели Prophet на Python,0.997122657763959,*,h1,0,9.0,57.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 6 − Пример использования модели LSTM на Python,0.9968946392574688,*,h1,0,9.0,54.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 7 − Пример использования модели Facebook Prophet на Python,0.9971290043047843,*,h1,0,10.0,66.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 1 – Основные 10 причин смертности в мире,0.9994114304009941,*,h1,1,9.0,48.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 2 – Аневризма аорты,0.999023971506611,*,h1,1,5.0,27.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 3 – Пример результатов МСКТ,0.9993626274369679,*,h1,1,6.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 4 – Карта приложения,0.9990365000461251,*,h1,1,5.0,28.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Рисунок 1 – Влияние цифровизации на различные отрасли.,0.9980715631996341,*,h1,2,8.0,54.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,0,False,False
Рисунок 2 – TPRL-матрица для оценки зрелости технологии.,0.9978944383280147,*,h1,3,8.0,56.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,0,False,False
Рисунок 3 – Опросник  Digital Maturity Model.,0.9990384775724693,*,h1,2,8.0,45.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,-35.45,False,False
Рисунок 4 – Оценка цифровой зрелости предприятия по результатам опроса Digital Maturity Model.,0.9988562234157481,*,h1,2,13.0,94.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,-35.45,False,False
Рисунок 5 – Домены для оценивания предприятия по методу ODMM.,0.9992270011680611,*,h1,2,10.0,61.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,-35.45,False,False
"Рисунок 6 – Пример деления домена модели ODMM на поддомены, элементы и метрики.",0.9988223967700852,*,h1,3,13.0,79.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,6.0,0,-35.45,False,False
Рисунок 7 – Ключевые блоки оценивания по методологии АНО «ЦПУР».,0.9979213710564112,*,h1,4,10.0,64.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,False
Рисунок 8 – Пример оценки блока по методологии АНО «ЦПУР».,0.9978361581421403,*,h1,4,10.0,58.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,False
Рисунок 1.1 – Структура протокола WebRTC [2],0.9930042844879724,*,h1,4,7.0,44.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 1.2 – Установление соединения с использованием WebRTC [1],0.9933913577038959,*,h1,4,9.0,65.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,3.15,14.65,0,0.5,False,True
Рисунок 1.3 – Поддержка WebRTC,0.9863584834335737,*,h1,2,5.0,30.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,3.15,0,0,0.5,False,True
Рисунок 1.4 – Структура протокола WebSocket [2],0.9961383914954038,*,h1,4,7.0,47.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,0,19.45,0,0.5,False,True
Рисунок 1.4 – Установка соединения с использованием WebSocket [5],0.996485893090997,*,h1,4,9.0,65.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,0,14.65,0,0.5,False,True
Рисунок 1.5 – Поддержка протокола WebSocket,0.9961126558422112,*,h1,2,6.0,43.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.5,False,BodyText,False,0,14.65,0,0.5,False,True
Рисунок 1.6 – Поддержка WebTransport [16],0.9853354855719887,*,h1,4,6.0,41.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,0,14.65,0,0.5,False,True
Рисунок 1.7 – Структура WebTransport,0.9808878827063819,*,h1,2,5.0,36.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,0,14.65,0,0.5,False,True
Рисунок 1.7 – Кадр различных потоков WebTransport[13],0.9863984934843667,*,h1,4,7.0,53.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,0,14.65,0,0.5,False,True
